Calls,Measured latency Average,Measured latency Maximum,Measured latency Mininmum,Measured throughput Average,Measured throughput Mininmum,Measured throughputMaximum,Module,Perc,Task,Time,Timer,Noise_Level,Config_Hash,Task_ID
153,412.0980224609375,4782.85302734375,248.44700622558594,4.969691276550293,0.4281963109970093,8.243206977844238,Encoder,18.041709899902344,encode,0.06305099278688431,0.06305099278688431,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,2
153,233.62034606933594,637.9170532226562,156.09400939941406,7.375213623046875,2.7009780406951904,11.038219451904297,Decoder,10.22793197631836,decode_siho,0.03574391081929207,0.03574391081929207,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,3
153,96.69923400878906,1129.330078125,67.83800506591797,17.81813621520996,1.5256832838058472,25.39874267578125,Monitor,4.233506202697754,check_errors,0.01479498203843832,0.01479498203843832,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,4
153,77.54242706298828,692.3580322265625,45.20100402832031,0.012896166183054447,0.0014443394029513001,0.02212340198457241,Source,3.3948187828063965,generate,0.011863990686833858,0.011863990686833858,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,5
153,7.043732166290283,30.874000549316406,4.11400032043457,290.75494384765625,66.3341293334961,497.81231689453125,Modem,0.30837562680244446,demodulate,0.0010776909766718745,0.0010776909766718745,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,6
153,6.664693355560303,23.64000129699707,4.081000328063965,307.29095458984375,86.63282012939453,501.8377380371094,Modem,0.2917812168598175,modulate,0.001019697985611856,0.001019697985611856,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,7
153,2284.140625,19538.072265625,1382.3270263671875,0.0004378014418762177,5.118212357047014e-05,0.0007234177901409566,TOTAL,100.0,*,0.3494734764099121,0.3494734764099121,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,8
4805,911.274169921875,12805.98828125,550.60205078125,2.2474026679992676,0.159925177693367,3.71956467628479,Monitor,39.153831481933594,get_mutual_info,4.378672122955322,4.378672122955322,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,0
4805,460.4654541015625,6455.87841796875,316.4590148925781,4.447673320770264,0.3172302544116974,6.471611976623535,Channel,19.784372329711914,add_noise,2.212536334991455,2.212536334991455,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,1
4805,459.0072326660156,7447.13916015625,247.19500732421875,4.461803436279297,0.27500492334365845,8.284956932067871,Encoder,19.721715927124023,encode,2.2055294513702393,2.2055294513702393,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,2
4805,291.5247802734375,7288.83056640625,173.56100463867188,5.910304069519043,0.23638908565044403,9.927345275878906,Decoder,12.52566146850586,decode_siho,1.4007763862609863,1.4007763862609863,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,3
4805,106.26324462890625,4120.1181640625,70.19800567626953,16.214448928833008,0.4181918799877167,24.544857025146484,Monitor,4.565709590911865,check_errors,0.5105948448181152,0.5105948448181152,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,4
4805,83.85977172851562,4083.152099609375,42.80400085449219,0.011924668215215206,0.0002449088206049055,0.023362301290035248,Source,3.603121757507324,generate,0.40294620394706726,0.40294620394706726,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,5
4805,7.575399398803711,1611.7100830078125,5.184000015258789,270.3487854003906,1.2706999778747559,395.0617370605469,Modem,0.3254848122596741,demodulate,0.03639978915452957,0.03639978915452957,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,6
4805,7.450184345245361,582.8610229492188,4.359000205993652,274.89251708984375,3.513702154159546,469.83251953125,Modem,0.3201048672199249,modulate,0.03579813614487648,0.03579813614487648,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,7
4805,2327.420166015625,44395.6796875,1410.362060546875,0.0004296602855902165,2.252471495012287e-05,0.0007090377621352673,TOTAL,100.0,*,11.183253288269043,11.183253288269043,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,8
