Channel.Add users,Channel.Complex,Channel.Implementation,Channel.Type,Codec.Code rate,Codec.Codeword size (N_cw),Codec.Frame size (N),Codec.Info. bits (K),Codec.Type,Config_Hash,Decoder.Implementation,Decoder.Polar node types,Decoder.Systematic,Decoder.Type (D),Encoder.Systematic,Encoder.Type,Frozen bits generator.Noise,Frozen bits generator.Type,Meta.Command Line,Meta.Date (UTC),Meta.Debug mode,Meta.Git version,Meta.Json export,Meta.Statistics,Meta.env,Meta.hostname,Modem.Bits per symbol,Modem.Implementation,Modem.Sigma square,Modem.Type,Monitor.Compute mutual info,Monitor.Frame error count (e),Monitor.Lazy reduction,Simulation.Bad frames replay,Simulation.Bad frames tracking,Simulation.Bit rate,Simulation.Code type (C),Simulation.Coded monitoring,Simulation.Coset approach (c),Simulation.Inter frame level,Simulation.Multi-threading (t),Simulation.Noise range,Simulation.Noise type (E),Simulation.Seed,Simulation.Type,Simulation.Type of bits,Simulation.Type of reals,Source.Implementation,Source.Info. bits (K_info),Source.Type,Terminal.Enabled,Terminal.Frequency (ms),Terminal.Show Sigma
False,False,STD,AWGN,0.841309 (1723/2048),2048,2048,1723,POLAR,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,FAST,"{R0,R0L,R1,REP,REPL,SPC}",True,SC,True,POLAR,adaptive,GA,"/home/fchemina/aff3ct/build/bin/aff3ct-3.0.2-139-g87b96a8 -C ""POLAR"" -K ""1723"" -N ""2048"" -m ""1.0"" -M ""4.0"" -s ""1.0"" --sim-stats --mnt-mutinfo --sim-json ""../out"" --ter-no ",2024-11-06 09:17:05,False,v3.0.2-139-g87b96a8,True,True,Linux,storm-Precision-7550,1,STD,True,BPSK,True,100,False,False,False,0.841309 (1723/2048),POLAR,False,False,1,12 thread(s),1 -> 4 dB,EBN0,0,BFER,int32,float32,STD,1723,RAND,False,500,False
