echo sha,contributor,date,message
8594d6c,Yacine Idouar,Tue Mar 26 17:10:34 2024 +0100,Update thread_pinning.md
66a5fb4,TAJAN Romain,Tue Mar 26 16:17:36 2024 +0100,Add getter for modules of original_sequence in Pipeline.
67b307d,YacineIdouar,Tue Mar 26 12:10:07 2024 +0100,thread pinning documentaion + test parameters correction
774a9b6,Adrien Cassagne,Tue Mar 26 10:48:42 2024 +0100,Unbind with enums.
04cfd30,Adrien Cassagne,Mon Mar 25 23:01:10 2024 +0100,Add 'module::Probe_stream' and improve 'test-pipeline-probe'.
5a2c5bc,Adrien Cassagne,Mon Mar 25 22:42:30 2024 +0100,CI: Add 'test-pipeline-probe'.
6becb71,Adrien Cassagne,Mon Mar 25 22:33:28 2024 +0100,Fix serious perf issue when calling 'Reporter_probe::set_n_frames()'.
ef4fb0c,Adrien Cassagne,Mon Mar 25 22:11:55 2024 +0100,Fix bug: Wrong usage of 'tools::processing_aborted' when 'n_frames > 1'.
6765048,Adrien Cassagne,Mon Mar 25 21:33:16 2024 +0100,Fix uninitialized value.
f7c532b,Adrien Cassagne,Mon Mar 25 20:51:39 2024 +0100,Fix stateless Timestamper bug.
f85e78f,Adrien Cassagne,Mon Mar 25 19:18:01 2024 +0100,Working on modernizing probes and reporters to adapt to 'n_frames'.
1f66f05,Adrien Cassagne,Mon Mar 25 16:22:46 2024 +0100,Add unbinds.
7107ff1,Adrien Cassagne,Mon Mar 25 16:08:43 2024 +0100,Add a new test for the probes.
3f4c106,YacineIdouar,Mon Mar 25 12:23:41 2024 +0100,Cmake correction 2
55fa0d8,YacineIdouar,Mon Mar 25 12:13:01 2024 +0100,Cmake correction 2
8c6a472,YacineIdouar,Mon Mar 25 12:12:02 2024 +0100,Cmake correction 2
6b2f3d6,YacineIdouar,Mon Mar 25 12:08:58 2024 +0100,Cmake correction 2
aa4c9f2,YacineIdouar,Mon Mar 25 11:56:50 2024 +0100,Cmake correction
ef40f87,YacineIdouar,Mon Mar 25 10:47:26 2024 +0100,pinning verification test
a18539d,Adrien Cassagne,Sun Mar 24 12:09:57 2024 +0100,Cosmetics.
133ecd8,Adrien Cassagne,Sun Mar 24 12:08:32 2024 +0100,Improve bindings readablity on control flow tests.
53e4877,Adrien Cassagne,Sun Mar 24 11:44:50 2024 +0100,Improve bindings readablity on advanced tests.
03239b0,Adrien Cassagne,Sun Mar 24 00:58:33 2024 +0100,Improve bindings readablity on bootstrap tests.
399e168,Adrien Cassagne,Sat Mar 23 23:42:52 2024 +0100,Rename 'module::Subsequence' in 'module::Set' to not be confused with 'runtime::Sub_sequence'.
78117bd,Adrien Cassagne,Sat Mar 23 22:37:07 2024 +0100,Add 'Socket::bind' to the deprecated calls.
edebd66,Adrien Cassagne,Sat Mar 23 19:44:51 2024 +0100,Add a CMake opt ('AFF3CT_CORE_SHOW_DEPRECATED') to print deprecated calls.
d117240,Adrien Cassagne,Sat Mar 23 17:31:56 2024 +0100,Improve signal handler with a more flexible interface.
c61bdd8,Adrien Cassagne,Fri Mar 22 18:27:12 2024 +0100,Simplify 'module::Stateless'.
f588e92,YacineIdouar,Fri Mar 22 16:26:25 2024 +0100,first version of test
3055e54,Adrien Cassagne,Fri Mar 22 16:10:22 2024 +0100,Doc: Rephrase intro.
8820040,Adrien Cassagne,Fri Mar 22 16:09:40 2024 +0100,Add an history to the 'module::Finalizer'.
45c2932,Adrien Cassagne,Fri Mar 22 11:39:55 2024 +0100,Doc: Add a new chapter for users.
cb987e1,YacineIdouar,Wed Mar 20 17:09:47 2024 +0100,bug fix pipeline + unpin
0d77544,YacineIdouar,Wed Mar 20 17:09:47 2024 +0100,bug fix pipeline + unpin
5a1a833,TAJAN Romain,Wed Mar 20 15:59:19 2024 +0100,Move Pipeline inlined methods to Pipeline.hxx.
7140c12,Adrien Cassagne,Sun Mar 17 20:57:51 2024 +0100,Rm outdated headers.
2686770,Adrien Cassagne,Sun Mar 17 20:06:08 2024 +0100,CI: Enable HWLoc in GitHub CI.
f30575c,Adrien Cassagne,Sun Mar 17 20:03:12 2024 +0100,Rm static code for signal handler in the 'tools::Terminal'.
f4ea84e,Adrien Cassagne,Sun Mar 17 16:33:28 2024 +0100,Skip the evaluation of useless stop conditions.
68e7e33,Adrien Cassagne,Sun Mar 17 16:18:56 2024 +0100,Replace 'printf' by 'std::clog'.
d4ad9b8,Adrien Cassagne,Sun Mar 17 15:36:15 2024 +0100,CI: Link with hwloc.
52c4987,Adrien Cassagne,Thu Mar 14 20:27:03 2024 +0100,Fix error message if unpin does not work.
9b746ee,YacineIdouar,Thu Mar 14 18:00:13 2024 +0100,unpin function
a23a0d2,Adrien Cassagne,Thu Mar 14 11:52:27 2024 +0100,Rm useless 'sequence_pinning_policy' member.
3142a08,Adrien Cassagne,Thu Mar 14 11:39:03 2024 +0100,Refacto + Clean code.
fce7866,Adrien Cassagne,Thu Mar 14 10:08:42 2024 +0100,Merge branch 'minor_fixes' into thread_pin_final
7e082cd,Adrien Cassagne,Thu Mar 14 10:06:44 2024 +0100,Replace spaces by tabs.
19f3cba,Adrien Cassagne,Thu Mar 14 10:05:57 2024 +0100,Update MkDocs requirements.
e120738,YacineIdouar,Mon Mar 11 15:25:11 2024 +0100,upgrading error catching
8d676d3,YacineIdouar,Mon Mar 11 14:26:10 2024 +0100,clean version of thread pinning
549c376,Adrien Cassagne,Wed Mar 6 16:44:41 2024 +0100,Fix uninitialized values.
5c2eb4f,Adrien Cassagne,Wed Mar 6 14:59:54 2024 +0100,Improve the signal handler.
76a183b,Adrien Cassagne,Wed Mar 6 00:01:33 2024 +0100,Fix CMake and compilation errors.
11e55a3,Adrien Cassagne,Tue Mar 5 23:47:14 2024 +0100,Improve stack trace display when sigsegv occurs.
c2c6f8c,Adrien Cassagne,Tue Mar 5 21:42:08 2024 +0100,Small fixes.
d63f76c,Adrien Cassagne,Tue Mar 5 21:33:41 2024 +0100,First attempt to catch sigsegv & sigint stacktrace.
4b9c1a2,Adrien Cassagne,Tue Mar 5 18:04:13 2024 +0100,Add missing cpptrace include in CMake install.
3b59b77,Adrien Cassagne,Tue Mar 5 16:42:41 2024 +0100,Fix CMake wrong install target.
1aabaa4,Adrien Cassagne,Tue Mar 5 16:26:05 2024 +0100,Update cpptrace.
44a2642,Adrien Cassagne,Tue Mar 5 16:21:46 2024 +0100,Use 'addr2line' instead of 'libdwarf' for stacktrace back-end.
f712036,Adrien Cassagne,Tue Mar 5 15:16:00 2024 +0100,Update stacktrace.
199430f,Adrien Cassagne,Tue Mar 5 14:58:33 2024 +0100,Refacto exceptions.
31fd981,Adrien Cassagne,Tue Mar 5 10:19:14 2024 +0100,Update cpptrace.
99fb3cf,Adrien Cassagne,Mon Mar 4 20:30:14 2024 +0100,CI: Fix GitHub actions compiltation.
be01681,Adrien Cassagne,Mon Mar 4 19:57:25 2024 +0100,CI: Fix wrong docker image.
9b7f16c,Adrien Cassagne,Mon Mar 4 19:53:10 2024 +0100,CI: Merge code coverage files gen and regression tests.
dec3925,Adrien Cassagne,Mon Mar 4 19:37:37 2024 +0100,Fix cpptrace by enabling PIE compilation.
99c0d95,Adrien Cassagne,Mon Mar 4 19:03:54 2024 +0100,Hack to fix Binaryop compilation with MSVC.
d1605dd,Adrien Cassagne,Mon Mar 4 18:53:26 2024 +0100,Add a portable stacktrace when an exception is raised.
e2de4d0,Adrien Cassagne,Mon Mar 4 14:53:50 2024 +0100,Hack to fix Unaryop compilation with MSVC.
1088ae5,Adrien Cassagne,Mon Mar 4 14:53:06 2024 +0100,Show the 'tsk_sck' string in the error message.
b610d78,Adrien Cassagne,Sat Mar 2 15:16:26 2024 +0100,Doc: Improve bootstrap tests.
ea7355c,Adrien Cassagne,Sat Mar 2 14:40:35 2024 +0100,Doc: Fix wrong fig.
e0bddad,Adrien Cassagne,Fri Mar 1 22:25:14 2024 +0100,Update the year.
559a972,Adrien Cassagne,Fri Mar 1 19:50:10 2024 +0100,CI: Same as prev. commit, up. actions to work with Node.js 20.
290e144,Adrien Cassagne,Fri Mar 1 19:36:08 2024 +0100,CI: Update artifacts from v3 to v4 to fix GitHub warnings.
92bd526,Adrien Cassagne,Fri Mar 1 19:20:24 2024 +0100,CI: Update wrong path to coverage files.
3803bb7,Adrien Cassagne,Fri Mar 1 18:56:16 2024 +0100,CI: Upload regression test reports in GitHub actions.
f3bacbe,Adrien Cassagne,Fri Mar 1 18:50:43 2024 +0100,CI: Rename GitHub job action.
9f635a3,Adrien Cassagne,Fri Mar 1 18:36:26 2024 +0100,CI: Add memcheck job on GitHub actions.
2664050,Adrien Cassagne,Fri Mar 1 18:32:15 2024 +0100,Doc: Typo.
ecb70b9,Adrien Cassagne,Fri Mar 1 18:20:27 2024 +0100,Fix wrong display for default copy-mode.
33b3f1c,Adrien Cassagne,Fri Mar 1 17:43:52 2024 +0100,Doc: Bootstrap tests v1.
4719fc0,Adrien Cassagne,Thu Feb 29 19:12:55 2024 +0100,Doc: Add missing graphs for bootstrap tests.
4b80517,Adrien Cassagne,Thu Feb 22 17:39:15 2024 +0100,Merge branch 'development' into test_doc
d1563c1,Adrien Cassagne,Thu Feb 22 16:58:10 2024 +0100,Doc: Add 'test-simple-chain' graphs.
01ebb9c,Adrien Cassagne,Thu Feb 22 16:42:23 2024 +0100,Test: Improve 'pipeline-double-chain'.
435c12e,Adrien Cassagne,Tue Feb 20 10:08:57 2024 +0100,Doc: Working on documenting tests.
c217232,Olivier Aumage,Mon Feb 19 13:53:37 2024 +0100,Fix doc typos
a9f0605,Adrien Cassagne,Tue Feb 20 08:20:00 2024 +0100,Files renaming.
bb78f67,Adrien Cassagne,Mon Feb 19 21:10:28 2024 +0100,Doc: Add  test + fix sck to tsk 'n_frames' rebind.
2b46c82,Adrien Cassagne,Mon Feb 19 11:10:54 2024 +0100,Add tests for generic pipeline (seq exec) + add 'pipeline mix fwd' Latex graph.
8086cfd,Adrien Cassagne,Sun Feb 18 21:08:14 2024 +0100,Mutiple fixes and contributions explained below.
6344022,Adrien Cassagne,Sat Feb 17 17:52:20 2024 +0100,Clean code.
0f48169,Adrien Cassagne,Sat Feb 17 13:56:52 2024 +0100,Merge branch 'development' into fwd_bug
bb1b6d5,Adrien Cassagne,Sat Feb 17 13:44:25 2024 +0100,Fix pipeline automatic binding between fwd scks and adp scks.
dbff076,Adrien Cassagne,Tue Feb 13 18:22:12 2024 +0100,CI: Add regression test results in artifacts.
f670869,Adrien Cassagne,Tue Feb 13 18:16:02 2024 +0100,Test: Reorganize tests and add categories.
3657af3,Adrien Cassagne,Tue Feb 13 16:48:59 2024 +0100,Fix memory leak.
62234ce,Adrien Cassagne,Tue Feb 13 14:50:03 2024 +0100,CI: Exclude some long tests from memchecks.
5bd590a,Adrien Cassagne,Tue Feb 13 12:42:33 2024 +0100,Test: Use a very small file with the '-w' option (for memchecks).
0d66285,Adrien Cassagne,Tue Feb 13 12:13:20 2024 +0100,Test: Choose a smaller input file for the pipeline.
1b056df,Adrien Cassagne,Mon Feb 12 18:46:23 2024 +0100,CI: Merge compilation + memchecks in one job.
9fc9097,Adrien Cassagne,Mon Feb 12 17:44:59 2024 +0100,CI: Add Valgrind memchecks.
d2463b9,Adrien Cassagne,Mon Feb 12 16:55:47 2024 +0100,CI: reduce tests duration.
3fb91ac,TAJAN Romain,Fri Feb 9 13:34:18 2024 +0100,Add a public dtor for Interface_reset.
99a2d6d,Adrien Cassagne,Thu Feb 8 15:36:36 2024 +0100,Test: Update default values.
5a9aee1,Adrien Cassagne,Thu Feb 8 15:34:05 2024 +0100,Test: Reduce exec time.
3254e1b,Adrien Cassagne,Thu Feb 8 14:03:30 2024 +0100,Test: Update init value.
30e32cd,AUMAGE Olivier,Wed Feb 7 10:31:53 2024 +0000,Implement a malloc-based fallback for systems that lack std::aligned_alloc and posix_memalign
616246d,Adrien Cassagne,Mon Jan 8 16:24:05 2024 +0100,Doc: add HTML anchors.
34d76e4,Adrien Cassagne,Fri Jan 5 11:38:21 2024 +0100,Doc: Improve dark mode of the task figs.
e0d5293,Adrien Cassagne,Sat Dec 23 09:29:23 2023 +0100,Fix missing include.
53a477a,Adrien Cassagne,Sat Dec 23 09:20:15 2023 +0100,Merge pull request #1 from gerhardbaer/hotfix/aligned_memory_allocator
b647c71,Gerhard Baer,Fri Dec 22 09:50:59 2023 +0100,Task: use aligned memory allocators.
8591607,Gerhard Baer,Fri Dec 22 09:22:00 2023 +0100,Add new memory allocators.
bd4a21d,TAJAN Romain,Tue Dec 19 16:02:01 2023 +0100,Rename in1 socket name to fwd.
29d30a4,TAJAN Romain,Wed Dec 6 14:23:04 2023 +0100,Fix socket names.
a14a5f4,TAJAN Romain,Wed Dec 6 14:13:42 2023 +0100,Fix indent, task name, and change indexes.
49563ec,TAJAN Romain,Tue Dec 5 15:11:53 2023 +0100,Add new Unaryops + fix Unaryop::getname
82a4151,TAJAN Romain,Tue Dec 5 15:06:09 2023 +0100,Add new binary operators and in-place forward task.
68526b2,Adrien Cassagne,Thu Nov 16 11:33:16 2023 +0100,Improve README.
47dfc4f,Adrien Cassagne,Wed Nov 15 15:18:41 2023 +0100,Fix wrong const T detection in sck.
0cf0f6a,Adrien Cassagne,Wed Nov 15 10:54:07 2023 +0100,Fix missing cp for SFWD if 'n_frames_per_wave > 1 && n_frames_per_wave_rest != 0'.
3df7a83,Adrien Cassagne,Tue Nov 7 14:46:25 2023 +0100,Doc: Rephrase.
34c8d24,Adrien Cassagne,Sun Nov 5 11:20:54 2023 +0100,Rm misleading sub-seq indexing in 'init_recursive'.
d2cfac5,Adrien Cassagne,Sun Nov 5 10:44:37 2023 +0100,Fix bug in adding 'select' parents + rename 'father' in 'parent'.
3ba3224,Adrien Cassagne,Sun Nov 5 09:46:25 2023 +0100,Fix sub-seq indexing.
8b01350,Adrien Cassagne,Sat Nov 4 13:00:16 2023 +0100,CI: Fix GitHub Actions (12).
391bfa1,Adrien Cassagne,Sat Nov 4 12:22:14 2023 +0100,CI: Fix GitHub Actions (11).
3888f3d,Adrien Cassagne,Sat Nov 4 12:15:27 2023 +0100,CI: Fix GitHub Actions (10).
cf4e042,Adrien Cassagne,Sat Nov 4 11:59:24 2023 +0100,CI: Fix GitHub Actions (9).
c01fc7a,Adrien Cassagne,Sat Nov 4 11:33:45 2023 +0100,CI: Fix GitHub Actions (8).
a6d2255,Adrien Cassagne,Sat Nov 4 11:30:51 2023 +0100,CI: Fix GitHub Actions (7).
df0df42,Adrien Cassagne,Sat Nov 4 11:27:55 2023 +0100,CI: Fix GitHub Actions (6).
c89dc87,Adrien Cassagne,Sat Nov 4 11:13:44 2023 +0100,CI: Fix GitHub Actions (5).
38a35ee,Adrien Cassagne,Sat Nov 4 11:10:11 2023 +0100,CI: Fix GitHub Actions (4).
1eb8554,Adrien Cassagne,Sat Nov 4 11:07:53 2023 +0100,CI: Fix GitHub Actions (3).
c38187c,Adrien Cassagne,Sat Nov 4 11:04:40 2023 +0100,CI: Fix GitHub Actions (2).
2c29806,Adrien Cassagne,Sat Nov 4 11:02:02 2023 +0100,CI: Fix GitHub Actions (1).
f2c0c27,Adrien Cassagne,Sat Nov 4 10:49:15 2023 +0100,Improve GitHub Actions.
d45113d,Adrien Cassagne,Sat Nov 4 09:58:24 2023 +0100,Doc: rephrase.
9ff0a91,Adrien Cassagne,Fri Nov 3 19:24:34 2023 +0100,Doc: rm 'Task::socket_type' member, this is not relevant anymore.
99a9f3f,Adrien Cassagne,Fri Nov 3 19:11:43 2023 +0100,Test the type constness when calling 'Socket::get_dptr<T>()'.
5aa2714,Adrien Cassagne,Fri Nov 3 18:27:57 2023 +0100,Rm useless task members.
1caf5b6,Adrien Cassagne,Fri Nov 3 09:56:48 2023 +0100,CMake: specify CXX.
6bf0e14,Adrien Cassagne,Thu Nov 2 22:48:31 2023 +0100,Doc: cosmetics.
5925cb9,Adrien Cassagne,Thu Nov 2 16:34:39 2023 +0100,Doc: Add 'nested loops + pipeline' test + zoom the figures.
584722b,Adrien Cassagne,Thu Nov 2 15:05:50 2023 +0100,Cosmetics.
44b5ff6,Adrien Cassagne,Thu Nov 2 15:05:08 2023 +0100,Doc: Add figure for 'ctrl flow + pipeline' switch test.
b72c96b,Adrien Cassagne,Thu Nov 2 14:08:25 2023 +0100,Add missing tests in CMake test + cosmetics.
a131075,Adrien Cassagne,Thu Nov 2 12:08:35 2023 +0100,Doc: add a new example of generic pipeline.
4cebaff,Adrien Cassagne,Thu Nov 2 11:03:27 2023 +0100,Doc: cosmetics.
7825685,Adrien Cassagne,Thu Nov 2 10:38:51 2023 +0100,Re-organize tests folder.
7b46783,Adrien Cassagne,Wed Nov 1 11:36:36 2023 +0100,Doc: Update SVG images to all have white background.
054ccda,Adrien Cassagne,Wed Nov 1 10:33:46 2023 +0100,Improve the Readme.
5d3736e,Adrien Cassagne,Tue Oct 31 23:04:15 2023 +0100,Doc: finally choose to use GitHub Pages.
5e2a9b7,Adrien Cassagne,Tue Oct 31 22:50:56 2023 +0100,Doc: preparing for 'readthedocs' hosting.
45c01a6,Adrien Cassagne,Tue Oct 31 22:28:44 2023 +0100,Doc: new features.
cbf044d,Adrien Cassagne,Tue Oct 31 17:56:29 2023 +0100,Doc: sequence, pipeline and switcher.
4275d52,Adrien Cassagne,Tue Oct 31 11:23:57 2023 +0100,Doc: socket.
246e5c1,Adrien Cassagne,Mon Oct 30 17:58:17 2023 +0100,Doc: improve task and module sections.
aca3111,Adrien Cassagne,Mon Oct 30 11:32:53 2023 +0100,Merge branch 'development' into doc
b98f198,Adrien Cassagne,Sun Oct 29 12:21:30 2023 +0100,Add pointer arithmetic to manage 1D socket borders.
6cb8a87,Adrien Cassagne,Sun Oct 29 10:40:31 2023 +0100,Add pointer arithmetic to manage 2D socket borders.
c0bd241,Adrien Cassagne,Sat Oct 28 22:38:42 2023 +0200,Enable task to task binding (auto select the status socket).
9bb87c3,Adrien Cassagne,Sat Oct 28 21:50:16 2023 +0200,Add generic fake input sockets to task (improve task binding control).
72fa57b,Adrien Cassagne,Sat Oct 28 13:05:40 2023 +0200,Fix compilation error with an C-style cast.
d288aaa,Adrien Cassagne,Sat Oct 28 12:30:10 2023 +0200,Add native support of 2D sockets.
44c09e3,Adrien Cassagne,Wed Oct 18 11:43:30 2023 +0200,Full authors list, because they deserve it ;-).
c715c3e,Adrien Cassagne,Tue Oct 17 17:29:45 2023 +0200,Rm 'Incrementer_fwd' & 'Relayer_fwd', add new fwd tasks to std modules.
14149fd,Adrien Cassagne,Tue Oct 17 14:36:45 2023 +0200,Remove 'virtual' on the 'Module::deep_copy' method.
bce0782,Adrien Cassagne,Tue Oct 17 09:34:39 2023 +0200,Add a 'set_init_data' method with a scalar to the 'Initializer'.
8fbbda8,Adrien Cassagne,Tue Oct 17 09:33:35 2023 +0200,Add the '[string]' operator to get a socket on a 'Switcher'.
3541ef5,Adrien Cassagne,Mon Oct 16 11:27:51 2023 +0200,Add 'set_data' method to 'Delayer'.
