tag,hash,date,message,author,path,builds
"v4.6.0","cc4d89c41","Thu Jul 16 09:38:04 2026 +0200","Merge pull request #230 from bonben/github-actions-migration","Mathieu Léonardon","https://github.com/aff3ct/aff3ct/releases/download/v4.6.0/","aff3ct_v4_6_0_linux-gcc-x64-avx2_cc4d89c41.zip;aff3ct_v4_6_0_linux-gcc-x64-sse4_2_cc4d89c41.zip;aff3ct_v4_6_0_macos-clang-arm64_cc4d89c41.zip;aff3ct_v4_6_0_macos-clang-x64-sse4_2_cc4d89c41.zip;aff3ct_v4_6_0_windows-gcc-x64-avx2_cc4d89c41.zip;aff3ct_v4_6_0_windows-gcc-x86-sse4_2_cc4d89c41.zip"
